9597|T033-R1	cda9400006be74f9a5d083be33b26ff0	1217	Pfam	PF01582	TIR domain	10	187	2.7E-36	T	17-02-2017	IPR000157	Toll/interleukin-1 receptor homology (TIR) domain
9597|T033-R1	cda9400006be74f9a5d083be33b26ff0	1217	Pfam	PF00931	NB-ARC domain	197	446	3.0E-28	T	17-02-2017	IPR002182	NB-ARC
9597|T033-R1	cda9400006be74f9a5d083be33b26ff0	1217	Pfam	PF07725	Leucine Rich Repeat	621	640	7.3E-6	T	17-02-2017	IPR011713	Leucine-rich repeat 3
9597|T033-R1	cda9400006be74f9a5d083be33b26ff0	1217	Pfam	PF13855	Leucine rich repeat	854	910	7.2E-7	T	17-02-2017	IPR001611	Leucine-rich repeat
9597|T034.1-R1	28afcccf44f92fd240fff8bd8c9c5c8d	1467	Pfam	PF07725	Leucine Rich Repeat	1178	1197	1.7E-5	T	17-02-2017	IPR011713	Leucine-rich repeat 3
9597|T034.1-R1	28afcccf44f92fd240fff8bd8c9c5c8d	1467	Pfam	PF13855	Leucine rich repeat	1317	1375	1.1E-6	T	17-02-2017	IPR001611	Leucine-rich repeat
9597|T034.1-R1	28afcccf44f92fd240fff8bd8c9c5c8d	1467	Pfam	PF02671	Paired amphipathic helix repeat	274	318	3.3E-12	T	17-02-2017	IPR003822	Paired amphipathic helix
9597|T034.1-R1	28afcccf44f92fd240fff8bd8c9c5c8d	1467	Pfam	PF03106	WRKY DNA -binding domain	418	474	5.2E-22	T	17-02-2017	IPR003657	WRKY domain
9597|T034.1-R1	28afcccf44f92fd240fff8bd8c9c5c8d	1467	Pfam	PF03106	WRKY DNA -binding domain	591	611	9.2E-7	T	17-02-2017	IPR003657	WRKY domain
9597|T034.1-R1	28afcccf44f92fd240fff8bd8c9c5c8d	1467	Pfam	PF01582	TIR domain	656	754	1.1E-4	T	17-02-2017	IPR000157	Toll/interleukin-1 receptor homology (TIR) domain
9597|T034.1-R1	28afcccf44f92fd240fff8bd8c9c5c8d	1467	Pfam	PF00931	NB-ARC domain	772	980	6.6E-18	T	17-02-2017	IPR002182	NB-ARC
9597|T044-R1	acff44f532e97abb8de1a06649016448	1123	Pfam	PF01582	TIR domain	13	188	1.1E-53	T	17-02-2017	IPR000157	Toll/interleukin-1 receptor homology (TIR) domain
9597|T044-R1	acff44f532e97abb8de1a06649016448	1123	Pfam	PF00931	NB-ARC domain	190	432	2.4E-17	T	17-02-2017	IPR002182	NB-ARC
9597|T044-R1	acff44f532e97abb8de1a06649016448	1123	Pfam	PF07725	Leucine Rich Repeat	606	624	2.2E-6	T	17-02-2017	IPR011713	Leucine-rich repeat 3
9597|T046-R2	7c82c1a1863733473578d7ee7f637d56	1437	Pfam	PF01582	TIR domain	1271	1423	2.6E-30	T	17-02-2017	IPR000157	Toll/interleukin-1 receptor homology (TIR) domain
9597|T046-R2	7c82c1a1863733473578d7ee7f637d56	1437	Pfam	PF01582	TIR domain	14	190	6.1E-50	T	17-02-2017	IPR000157	Toll/interleukin-1 receptor homology (TIR) domain
9597|T046-R2	7c82c1a1863733473578d7ee7f637d56	1437	Pfam	PF00931	NB-ARC domain	191	407	9.0E-17	T	17-02-2017	IPR002182	NB-ARC
9597|T046-R2	7c82c1a1863733473578d7ee7f637d56	1437	Pfam	PF07725	Leucine Rich Repeat	606	624	2.8E-7	T	17-02-2017	IPR011713	Leucine-rich repeat 3
9597|T047-R1	afc58d598549744c778119165fa9a266	739	Pfam	PF00931	NB-ARC domain	254	423	1.6E-15	T	17-02-2017	IPR002182	NB-ARC
9597|T047-R1	afc58d598549744c778119165fa9a266	739	Pfam	PF01582	TIR domain	50	212	1.9E-41	T	17-02-2017	IPR000157	Toll/interleukin-1 receptor homology (TIR) domain
9597|T047-R1	afc58d598549744c778119165fa9a266	739	Pfam	PF07725	Leucine Rich Repeat	579	596	7.6E-7	T	17-02-2017	IPR011713	Leucine-rich repeat 3
