9554|T002-R1	4835fa79f6331ffe594441a635b47f8c	1183	Pfam	PF01582	TIR domain	15	183	5.2E-44	T	17-02-2017	IPR000157	Toll/interleukin-1 receptor homology (TIR) domain
9554|T002-R1	4835fa79f6331ffe594441a635b47f8c	1183	Pfam	PF00931	NB-ARC domain	202	445	1.4E-25	T	17-02-2017	IPR002182	NB-ARC
9554|T002-R1	4835fa79f6331ffe594441a635b47f8c	1183	Pfam	PF07725	Leucine Rich Repeat	607	623	5.3E-5	T	17-02-2017	IPR011713	Leucine-rich repeat 3
9554|T003-R1	5c92000a78d7ffeb2159222dfe17d83c	422	Pfam	PF00931	NB-ARC domain	178	390	4.5E-23	T	17-02-2017	IPR002182	NB-ARC
9554|T003-R1	5c92000a78d7ffeb2159222dfe17d83c	422	Pfam	PF01582	TIR domain	6	169	2.8E-20	T	17-02-2017	IPR000157	Toll/interleukin-1 receptor homology (TIR) domain
9554|T004-R1	1dad1f689bbded69774148d8cbd27f63	1280	Pfam	PF01582	TIR domain	11	169	6.2E-44	T	17-02-2017	IPR000157	Toll/interleukin-1 receptor homology (TIR) domain
9554|T004-R1	1dad1f689bbded69774148d8cbd27f63	1280	Pfam	PF00931	NB-ARC domain	177	432	6.3E-23	T	17-02-2017	IPR002182	NB-ARC
9554|T005-R1	bf98c8cf6957fe300b899346fe10af29	514	Pfam	PF01582	TIR domain	10	167	1.4E-31	T	17-02-2017	IPR000157	Toll/interleukin-1 receptor homology (TIR) domain
9554|T005-R1	bf98c8cf6957fe300b899346fe10af29	514	Pfam	PF00931	NB-ARC domain	261	476	2.8E-19	T	17-02-2017	IPR002182	NB-ARC
9554|T007.1-R1	430946f48a5448e25d087f2782ba5bb9	438	Pfam	PF00931	NB-ARC domain	230	388	2.0E-14	T	17-02-2017	IPR002182	NB-ARC
9554|T007.1-R1	430946f48a5448e25d087f2782ba5bb9	438	Pfam	PF01582	TIR domain	39	206	2.8E-50	T	17-02-2017	IPR000157	Toll/interleukin-1 receptor homology (TIR) domain
9554|T007.2-R1	eae130570693197fcb6264af309ce370	363	Pfam	PF01582	TIR domain	9	188	2.4E-51	T	17-02-2017	IPR000157	Toll/interleukin-1 receptor homology (TIR) domain
9554|T008-R1	5b767059876e65b9de5cf8ec1dffecc3	176	Pfam	PF01582	TIR domain	8	171	1.2E-56	T	17-02-2017	IPR000157	Toll/interleukin-1 receptor homology (TIR) domain
9554|T009-R1	6260f25f3b23506200bb2429ef7f3c52	375	Pfam	PF00931	NB-ARC domain	189	346	5.0E-9	T	17-02-2017	IPR002182	NB-ARC
9554|T009-R1	6260f25f3b23506200bb2429ef7f3c52	375	Pfam	PF01582	TIR domain	8	188	4.1E-55	T	17-02-2017	IPR000157	Toll/interleukin-1 receptor homology (TIR) domain
9554|T010-R1	7d9ab2839d9f601739dff1acbf2b91db	379	Pfam	PF01582	TIR domain	10	187	2.7E-54	T	17-02-2017	IPR000157	Toll/interleukin-1 receptor homology (TIR) domain
9554|T010-R1	7d9ab2839d9f601739dff1acbf2b91db	379	Pfam	PF00931	NB-ARC domain	194	350	3.9E-8	T	17-02-2017	IPR002182	NB-ARC
9554|T012-R1	442ba18c88e10b6e46193c871a4b3051	1261	Pfam	PF01582	TIR domain	19	182	4.9E-33	T	17-02-2017	IPR000157	Toll/interleukin-1 receptor homology (TIR) domain
9554|T012-R1	442ba18c88e10b6e46193c871a4b3051	1261	Pfam	PF00931	NB-ARC domain	219	473	2.0E-24	T	17-02-2017	IPR002182	NB-ARC
9554|T012-R1	442ba18c88e10b6e46193c871a4b3051	1261	Pfam	PF07725	Leucine Rich Repeat	640	659	7.3E-6	T	17-02-2017	IPR011713	Leucine-rich repeat 3
9554|T013-R1	2feddc7cdd5e793da205affd62f0cfaf	725	Pfam	PF00931	NB-ARC domain	208	450	6.0E-28	T	17-02-2017	IPR002182	NB-ARC
9554|T013-R1	2feddc7cdd5e793da205affd62f0cfaf	725	Pfam	PF01582	TIR domain	37	190	5.6E-19	T	17-02-2017	IPR000157	Toll/interleukin-1 receptor homology (TIR) domain
9554|T013-R1	2feddc7cdd5e793da205affd62f0cfaf	725	Pfam	PF07725	Leucine Rich Repeat	608	622	1.8E-4	T	17-02-2017	IPR011713	Leucine-rich repeat 3
9554|T014-R1	ce0dc4001878445c18b674116697c01a	561	Pfam	PF01582	TIR domain	17	171	1.9E-23	T	17-02-2017	IPR000157	Toll/interleukin-1 receptor homology (TIR) domain
9554|T014-R1	ce0dc4001878445c18b674116697c01a	561	Pfam	PF01582	TIR domain	384	553	3.2E-30	T	17-02-2017	IPR000157	Toll/interleukin-1 receptor homology (TIR) domain
9554|T018-R1	6315efa1381f3f96d56c916486f31e2c	1201	Pfam	PF01582	TIR domain	20	180	2.5E-30	T	17-02-2017	IPR000157	Toll/interleukin-1 receptor homology (TIR) domain
9554|T018-R1	6315efa1381f3f96d56c916486f31e2c	1201	Pfam	PF00931	NB-ARC domain	226	263	2.8E-6	T	17-02-2017	IPR002182	NB-ARC
9554|T018-R1	6315efa1381f3f96d56c916486f31e2c	1201	Pfam	PF00931	NB-ARC domain	302	457	2.3E-19	T	17-02-2017	IPR002182	NB-ARC
9554|T020-R1	d24b2035beba894469213e597a80f09f	1257	Pfam	PF01582	TIR domain	13	178	7.5E-46	T	17-02-2017	IPR000157	Toll/interleukin-1 receptor homology (TIR) domain
9554|T020-R1	d24b2035beba894469213e597a80f09f	1257	Pfam	PF00931	NB-ARC domain	189	443	7.6E-19	T	17-02-2017	IPR002182	NB-ARC
9554|T020-R1	d24b2035beba894469213e597a80f09f	1257	Pfam	PF07725	Leucine Rich Repeat	592	610	1.2E-7	T	17-02-2017	IPR011713	Leucine-rich repeat 3
9554|T020-R1	d24b2035beba894469213e597a80f09f	1257	Pfam	PF07725	Leucine Rich Repeat	729	748	6.2E-6	T	17-02-2017	IPR011713	Leucine-rich repeat 3
9554|T021-R1	c1bdd1360e4e1943766a4e9ba20b4495	1285	Pfam	PF01582	TIR domain	12	176	8.6E-47	T	17-02-2017	IPR000157	Toll/interleukin-1 receptor homology (TIR) domain
9554|T021-R1	c1bdd1360e4e1943766a4e9ba20b4495	1285	Pfam	PF00931	NB-ARC domain	188	432	1.1E-20	T	17-02-2017	IPR002182	NB-ARC
9554|T021-R1	c1bdd1360e4e1943766a4e9ba20b4495	1285	Pfam	PF07725	Leucine Rich Repeat	572	590	1.0E-5	T	17-02-2017	IPR011713	Leucine-rich repeat 3
9554|T024-R1	c0fb21b308ba669013ecb1d39faec4b7	1303	Pfam	PF01582	TIR domain	10	171	5.5E-46	T	17-02-2017	IPR000157	Toll/interleukin-1 receptor homology (TIR) domain
9554|T024-R1	c0fb21b308ba669013ecb1d39faec4b7	1303	Pfam	PF00931	NB-ARC domain	185	419	2.0E-17	T	17-02-2017	IPR002182	NB-ARC
9554|T024-R1	c0fb21b308ba669013ecb1d39faec4b7	1303	Pfam	PF07725	Leucine Rich Repeat	563	581	2.4E-7	T	17-02-2017	IPR011713	Leucine-rich repeat 3
9554|T024-R1	c0fb21b308ba669013ecb1d39faec4b7	1303	Pfam	PF00560	Leucine Rich Repeat	609	630	1.3	T	17-02-2017	IPR001611	Leucine-rich repeat
9554|T024-R1	c0fb21b308ba669013ecb1d39faec4b7	1303	Pfam	PF07725	Leucine Rich Repeat	700	719	9.6E-7	T	17-02-2017	IPR011713	Leucine-rich repeat 3
9554|T028-R1	b553a8fb136d55791a7c8d08b8da5c1c	1327	Pfam	PF01582	TIR domain	11	173	7.1E-46	T	17-02-2017	IPR000157	Toll/interleukin-1 receptor homology (TIR) domain
9554|T028-R1	b553a8fb136d55791a7c8d08b8da5c1c	1327	Pfam	PF00931	NB-ARC domain	187	442	6.7E-20	T	17-02-2017	IPR002182	NB-ARC
9554|T028-R1	b553a8fb136d55791a7c8d08b8da5c1c	1327	Pfam	PF07725	Leucine Rich Repeat	591	609	1.0E-6	T	17-02-2017	IPR011713	Leucine-rich repeat 3
9554|T028-R1	b553a8fb136d55791a7c8d08b8da5c1c	1327	Pfam	PF07725	Leucine Rich Repeat	728	747	5.0E-9	T	17-02-2017	IPR011713	Leucine-rich repeat 3
9554|T031.1-R1	34642a00900a4edfc398cd8f084b6d23	1839	Pfam	PF01582	TIR domain	12	189	4.7E-48	T	17-02-2017	IPR000157	Toll/interleukin-1 receptor homology (TIR) domain
9554|T031.1-R1	34642a00900a4edfc398cd8f084b6d23	1839	Pfam	PF07725	Leucine Rich Repeat	1380	1399	1.2E-5	T	17-02-2017	IPR011713	Leucine-rich repeat 3
9554|T031.1-R1	34642a00900a4edfc398cd8f084b6d23	1839	Pfam	PF00931	NB-ARC domain	194	441	2.3E-18	T	17-02-2017	IPR002182	NB-ARC
9554|T031.1-R1	34642a00900a4edfc398cd8f084b6d23	1839	Pfam	PF07725	Leucine Rich Repeat	609	628	2.3E-6	T	17-02-2017	IPR011713	Leucine-rich repeat 3
9554|T031.1-R1	34642a00900a4edfc398cd8f084b6d23	1839	Pfam	PF07725	Leucine Rich Repeat	739	759	3.2E-6	T	17-02-2017	IPR011713	Leucine-rich repeat 3
9554|T031.2-R1	80c9c8788c2d3f735f4c22c19cd531f8	1794	Pfam	PF00931	NB-ARC domain	196	430	2.4E-18	T	17-02-2017	IPR002182	NB-ARC
9554|T031.2-R1	80c9c8788c2d3f735f4c22c19cd531f8	1794	Pfam	PF01582	TIR domain	21	194	7.6E-49	T	17-02-2017	IPR000157	Toll/interleukin-1 receptor homology (TIR) domain
9554|T031.2-R1	80c9c8788c2d3f735f4c22c19cd531f8	1794	Pfam	PF07725	Leucine Rich Repeat	578	596	6.7E-8	T	17-02-2017	IPR011713	Leucine-rich repeat 3
9554|T031.2-R1	80c9c8788c2d3f735f4c22c19cd531f8	1794	Pfam	PF07725	Leucine Rich Repeat	715	734	7.0E-9	T	17-02-2017	IPR011713	Leucine-rich repeat 3
9554|T031.2-R1	80c9c8788c2d3f735f4c22c19cd531f8	1794	Pfam	PF07725	Leucine Rich Repeat	876	894	1.0E-5	T	17-02-2017	IPR011713	Leucine-rich repeat 3
9554|T034-R1	097f45815ccdb03e15a1b7755bea4bc9	1378	Pfam	PF03106	WRKY DNA -binding domain	1211	1270	6.3E-23	T	17-02-2017	IPR003657	WRKY domain
9554|T034-R1	097f45815ccdb03e15a1b7755bea4bc9	1378	Pfam	PF00931	NB-ARC domain	170	407	1.7E-25	T	17-02-2017	IPR002182	NB-ARC
9554|T034-R1	097f45815ccdb03e15a1b7755bea4bc9	1378	Pfam	PF07725	Leucine Rich Repeat	577	596	9.4E-9	T	17-02-2017	IPR011713	Leucine-rich repeat 3
9554|T035-R1	080e1f556e8c27b5d8db85c76c8c3ca4	1217	Pfam	PF01582	TIR domain	16	184	1.1E-40	T	17-02-2017	IPR000157	Toll/interleukin-1 receptor homology (TIR) domain
