9944|T002-R1	cea69d5ed3b8409f23da042ac0810eae	1183	Pfam	PF01582	TIR domain	15	183	5.2E-44	T	17-02-2017	IPR000157	Toll/interleukin-1 receptor homology (TIR) domain
9944|T002-R1	cea69d5ed3b8409f23da042ac0810eae	1183	Pfam	PF00931	NB-ARC domain	202	445	1.4E-25	T	17-02-2017	IPR002182	NB-ARC
9944|T002-R1	cea69d5ed3b8409f23da042ac0810eae	1183	Pfam	PF07725	Leucine Rich Repeat	607	623	5.3E-5	T	17-02-2017	IPR011713	Leucine-rich repeat 3
9944|T003-R1	5c92000a78d7ffeb2159222dfe17d83c	422	Pfam	PF00931	NB-ARC domain	178	390	4.5E-23	T	17-02-2017	IPR002182	NB-ARC
9944|T003-R1	5c92000a78d7ffeb2159222dfe17d83c	422	Pfam	PF01582	TIR domain	6	169	2.8E-20	T	17-02-2017	IPR000157	Toll/interleukin-1 receptor homology (TIR) domain
9944|T004-R1	47ab47bbdb72ae7cf6ff40589dba15ff	1337	Pfam	PF01582	TIR domain	11	178	1.3E-46	T	17-02-2017	IPR000157	Toll/interleukin-1 receptor homology (TIR) domain
9944|T004-R1	47ab47bbdb72ae7cf6ff40589dba15ff	1337	Pfam	PF00931	NB-ARC domain	189	444	6.8E-23	T	17-02-2017	IPR002182	NB-ARC
9944|T005-R1	ec901667458fa5ebe18848f7ea1d2192	519	Pfam	PF01582	TIR domain	10	153	2.4E-29	T	17-02-2017	IPR000157	Toll/interleukin-1 receptor homology (TIR) domain
9944|T005-R1	ec901667458fa5ebe18848f7ea1d2192	519	Pfam	PF00931	NB-ARC domain	266	481	1.8E-19	T	17-02-2017	IPR002182	NB-ARC
9944|T007-R1	b7b180609d0fd2f7c39c3ccf526e80f5	750	Pfam	PF00931	NB-ARC domain	230	388	5.9E-14	T	17-02-2017	IPR002182	NB-ARC
9944|T007-R1	b7b180609d0fd2f7c39c3ccf526e80f5	750	Pfam	PF01582	TIR domain	39	206	8.1E-50	T	17-02-2017	IPR000157	Toll/interleukin-1 receptor homology (TIR) domain
9944|T007-R1	b7b180609d0fd2f7c39c3ccf526e80f5	750	Pfam	PF01582	TIR domain	403	575	1.2E-45	T	17-02-2017	IPR000157	Toll/interleukin-1 receptor homology (TIR) domain
9944|T007-R1	b7b180609d0fd2f7c39c3ccf526e80f5	750	Pfam	PF00931	NB-ARC domain	579	735	1.3E-5	T	17-02-2017	IPR002182	NB-ARC
9944|T008-R1	32e555632cfdddf92dc52be34cd78f57	380	Pfam	PF00931	NB-ARC domain	192	330	5.0E-6	T	17-02-2017	IPR002182	NB-ARC
9944|T008-R1	32e555632cfdddf92dc52be34cd78f57	380	Pfam	PF01582	TIR domain	8	185	4.6E-56	T	17-02-2017	IPR000157	Toll/interleukin-1 receptor homology (TIR) domain
9944|T009-R1	a4d61b4821abdb2c7097dc96d7d96011	375	Pfam	PF00931	NB-ARC domain	189	346	5.0E-9	T	17-02-2017	IPR002182	NB-ARC
9944|T009-R1	a4d61b4821abdb2c7097dc96d7d96011	375	Pfam	PF01582	TIR domain	8	188	7.5E-54	T	17-02-2017	IPR000157	Toll/interleukin-1 receptor homology (TIR) domain
9944|T010-R1	d8aa93141a234b01b2aad6228ed8ab5f	376	Pfam	PF01582	TIR domain	10	187	1.0E-53	T	17-02-2017	IPR000157	Toll/interleukin-1 receptor homology (TIR) domain
9944|T010-R1	d8aa93141a234b01b2aad6228ed8ab5f	376	Pfam	PF00931	NB-ARC domain	196	347	3.0E-6	T	17-02-2017	IPR002182	NB-ARC
9944|T012-R1	9e76b82fc7f3ab23620745a4c3489c0f	1309	Pfam	PF01582	TIR domain	11	182	3.5E-43	T	17-02-2017	IPR000157	Toll/interleukin-1 receptor homology (TIR) domain
9944|T012-R1	9e76b82fc7f3ab23620745a4c3489c0f	1309	Pfam	PF07725	Leucine Rich Repeat	1146	1165	2.7E-10	T	17-02-2017	IPR011713	Leucine-rich repeat 3
9944|T012-R1	9e76b82fc7f3ab23620745a4c3489c0f	1309	Pfam	PF00931	NB-ARC domain	187	418	1.1E-16	T	17-02-2017	IPR002182	NB-ARC
9944|T012-R1	9e76b82fc7f3ab23620745a4c3489c0f	1309	Pfam	PF01582	TIR domain	593	724	1.1E-13	T	17-02-2017	IPR000157	Toll/interleukin-1 receptor homology (TIR) domain
9944|T012-R1	9e76b82fc7f3ab23620745a4c3489c0f	1309	Pfam	PF00931	NB-ARC domain	755	987	2.5E-21	T	17-02-2017	IPR002182	NB-ARC
9944|T013-R1	f44f01e6d594cdd8561ef70855015dc7	1247	Pfam	PF00931	NB-ARC domain	241	485	4.3E-26	T	17-02-2017	IPR002182	NB-ARC
