9134|T002-R1	5e65505fc2e1d5826bbc767e268eb8ba	1332	Pfam	PF00931	NB-ARC domain	196	432	1.2E-19	T	17-02-2017	IPR002182	NB-ARC
9134|T002-R1	5e65505fc2e1d5826bbc767e268eb8ba	1332	Pfam	PF01582	TIR domain	21	194	1.3E-48	T	17-02-2017	IPR000157	Toll/interleukin-1 receptor homology (TIR) domain
9134|T002-R1	5e65505fc2e1d5826bbc767e268eb8ba	1332	Pfam	PF07725	Leucine Rich Repeat	575	593	2.4E-7	T	17-02-2017	IPR011713	Leucine-rich repeat 3
9134|T002-R1	5e65505fc2e1d5826bbc767e268eb8ba	1332	Pfam	PF00560	Leucine Rich Repeat	621	642	1.4	T	17-02-2017	IPR001611	Leucine-rich repeat
9134|T002-R1	5e65505fc2e1d5826bbc767e268eb8ba	1332	Pfam	PF07725	Leucine Rich Repeat	712	731	2.0E-7	T	17-02-2017	IPR011713	Leucine-rich repeat 3
9134|T003-R1	57eba7ec83567d4a95e9a0ba695afab9	1238	Pfam	PF01582	TIR domain	12	176	8.2E-47	T	17-02-2017	IPR000157	Toll/interleukin-1 receptor homology (TIR) domain
9134|T003-R1	57eba7ec83567d4a95e9a0ba695afab9	1238	Pfam	PF00931	NB-ARC domain	188	293	1.3E-6	T	17-02-2017	IPR002182	NB-ARC
9134|T003-R1	57eba7ec83567d4a95e9a0ba695afab9	1238	Pfam	PF07725	Leucine Rich Repeat	510	528	9.8E-6	T	17-02-2017	IPR011713	Leucine-rich repeat 3
9134|T006-R1	48e4a8c2d63ace275ad70f624486039f	1048	Pfam	PF01582	TIR domain	10	171	5.6E-46	T	17-02-2017	IPR000157	Toll/interleukin-1 receptor homology (TIR) domain
9134|T006-R1	48e4a8c2d63ace275ad70f624486039f	1048	Pfam	PF07725	Leucine Rich Repeat	288	306	2.9E-7	T	17-02-2017	IPR011713	Leucine-rich repeat 3
9134|T006-R1	48e4a8c2d63ace275ad70f624486039f	1048	Pfam	PF00560	Leucine Rich Repeat	334	355	0.98	T	17-02-2017	IPR001611	Leucine-rich repeat
9134|T006-R1	48e4a8c2d63ace275ad70f624486039f	1048	Pfam	PF07725	Leucine Rich Repeat	425	444	2.3E-6	T	17-02-2017	IPR011713	Leucine-rich repeat 3
9134|T006-R1	48e4a8c2d63ace275ad70f624486039f	1048	Pfam	PF00560	Leucine Rich Repeat	471	492	1.1	T	17-02-2017	IPR001611	Leucine-rich repeat
9134|T008-R1	2261e0521e5d52c69d82906f3a9132fa	528	Pfam	PF07725	Leucine Rich Repeat	125	144	1.1E-5	T	17-02-2017	IPR011713	Leucine-rich repeat 3
9134|T008-R1	2261e0521e5d52c69d82906f3a9132fa	528	Pfam	PF01582	TIR domain	279	418	2.4E-46	T	17-02-2017	IPR000157	Toll/interleukin-1 receptor homology (TIR) domain
9134|T009-R1	ba9463e7957a7a18d21820e4a7686c4b	314	Pfam	PF00931	NB-ARC domain	43	287	1.1E-20	T	17-02-2017	IPR002182	NB-ARC
9134|T010-R1	1756fcdb178d8f079c5e5d7f22a19ce8	63	Pfam	PF01582	TIR domain	2	53	3.8E-14	T	17-02-2017	IPR000157	Toll/interleukin-1 receptor homology (TIR) domain
9134|T011-R1	9c2b74c8d882219efb0a14eda3f731b4	134	Pfam	PF01582	TIR domain	56	133	2.4E-27	T	17-02-2017	IPR000157	Toll/interleukin-1 receptor homology (TIR) domain
9134|T012-R1	fcb36f9fc1e051fe89e780c16143e36e	1834	Pfam	PF01582	TIR domain	12	189	1.5E-48	T	17-02-2017	IPR000157	Toll/interleukin-1 receptor homology (TIR) domain
9134|T012-R1	fcb36f9fc1e051fe89e780c16143e36e	1834	Pfam	PF00931	NB-ARC domain	194	441	5.6E-19	T	17-02-2017	IPR002182	NB-ARC
9134|T012-R1	fcb36f9fc1e051fe89e780c16143e36e	1834	Pfam	PF07725	Leucine Rich Repeat	609	628	1.5E-7	T	17-02-2017	IPR011713	Leucine-rich repeat 3
9134|T012-R1	fcb36f9fc1e051fe89e780c16143e36e	1834	Pfam	PF07725	Leucine Rich Repeat	744	764	3.2E-6	T	17-02-2017	IPR011713	Leucine-rich repeat 3
9134|T017-R1	a83d849ee7cf6f68c2e4bab83ccb769b	1298	Pfam	PF01582	TIR domain	13	176	3.4E-44	T	17-02-2017	IPR000157	Toll/interleukin-1 receptor homology (TIR) domain
9134|T017-R1	a83d849ee7cf6f68c2e4bab83ccb769b	1298	Pfam	PF00931	NB-ARC domain	189	437	1.3E-18	T	17-02-2017	IPR002182	NB-ARC
9134|T017-R1	a83d849ee7cf6f68c2e4bab83ccb769b	1298	Pfam	PF07725	Leucine Rich Repeat	600	618	4.0E-8	T	17-02-2017	IPR011713	Leucine-rich repeat 3
9134|T017-R1	a83d849ee7cf6f68c2e4bab83ccb769b	1298	Pfam	PF07725	Leucine Rich Repeat	737	755	9.4E-7	T	17-02-2017	IPR011713	Leucine-rich repeat 3
9134|T019-R1	8824386ec3724fe026419d6ee5d0ef7b	1346	Pfam	PF01582	TIR domain	13	176	3.6E-44	T	17-02-2017	IPR000157	Toll/interleukin-1 receptor homology (TIR) domain
9134|T019-R1	8824386ec3724fe026419d6ee5d0ef7b	1346	Pfam	PF00931	NB-ARC domain	189	439	1.6E-21	T	17-02-2017	IPR002182	NB-ARC
9134|T019-R1	8824386ec3724fe026419d6ee5d0ef7b	1346	Pfam	PF07725	Leucine Rich Repeat	608	627	1.0E-4	T	17-02-2017	IPR011713	Leucine-rich repeat 3
9134|T019-R1	8824386ec3724fe026419d6ee5d0ef7b	1346	Pfam	PF07725	Leucine Rich Repeat	738	758	5.6E-7	T	17-02-2017	IPR011713	Leucine-rich repeat 3
9134|T036-R1	3afa19f8ce7cf0c1495bf92495ddd590	376	Pfam	PF01582	TIR domain	10	184	1.5E-52	T	17-02-2017	IPR000157	Toll/interleukin-1 receptor homology (TIR) domain
9134|T036-R1	3afa19f8ce7cf0c1495bf92495ddd590	376	Pfam	PF00931	NB-ARC domain	191	347	1.6E-8	T	17-02-2017	IPR002182	NB-ARC
9134|T037-R1	6260f25f3b23506200bb2429ef7f3c52	375	Pfam	PF00931	NB-ARC domain	189	346	5.0E-9	T	17-02-2017	IPR002182	NB-ARC
9134|T037-R1	6260f25f3b23506200bb2429ef7f3c52	375	Pfam	PF01582	TIR domain	8	188	4.1E-55	T	17-02-2017	IPR000157	Toll/interleukin-1 receptor homology (TIR) domain
9134|T038-R1	5f1d4569d0b32d949674003235c8f4fd	380	Pfam	PF00931	NB-ARC domain	192	330	5.0E-6	T	17-02-2017	IPR002182	NB-ARC
9134|T038-R1	5f1d4569d0b32d949674003235c8f4fd	380	Pfam	PF01582	TIR domain	8	185	8.8E-57	T	17-02-2017	IPR000157	Toll/interleukin-1 receptor homology (TIR) domain
9134|T039.1-R1	2579b871dd44d24ad7d2d76759e1842c	363	Pfam	PF00931	NB-ARC domain	192	349	3.2E-6	T	17-02-2017	IPR002182	NB-ARC
9134|T039.1-R1	2579b871dd44d24ad7d2d76759e1842c	363	Pfam	PF01582	TIR domain	9	188	2.4E-50	T	17-02-2017	IPR000157	Toll/interleukin-1 receptor homology (TIR) domain
9134|T039.2-R1	f91ff776cc091abb895d55f24e6df37e	438	Pfam	PF00931	NB-ARC domain	230	390	2.0E-13	T	17-02-2017	IPR002182	NB-ARC
9134|T039.2-R1	f91ff776cc091abb895d55f24e6df37e	438	Pfam	PF01582	TIR domain	38	208	4.2E-51	T	17-02-2017	IPR000157	Toll/interleukin-1 receptor homology (TIR) domain
9134|T041-R1	5870c7e6f2ece857709118a61c6d2cac	512	Pfam	PF01582	TIR domain	10	167	1.1E-31	T	17-02-2017	IPR000157	Toll/interleukin-1 receptor homology (TIR) domain
9134|T041-R1	5870c7e6f2ece857709118a61c6d2cac	512	Pfam	PF00931	NB-ARC domain	259	475	1.6E-19	T	17-02-2017	IPR002182	NB-ARC
9134|T042-R1	fa42efae42fc932c5e0472ed0b167459	1337	Pfam	PF01582	TIR domain	11	178	1.3E-46	T	17-02-2017	IPR000157	Toll/interleukin-1 receptor homology (TIR) domain
9134|T042-R1	fa42efae42fc932c5e0472ed0b167459	1337	Pfam	PF00931	NB-ARC domain	189	444	6.8E-23	T	17-02-2017	IPR002182	NB-ARC
9134|T043-R1	33053b5df8f1a5554360509e717ebfea	422	Pfam	PF00931	NB-ARC domain	178	390	4.4E-23	T	17-02-2017	IPR002182	NB-ARC
9134|T043-R1	33053b5df8f1a5554360509e717ebfea	422	Pfam	PF01582	TIR domain	6	171	7.4E-21	T	17-02-2017	IPR000157	Toll/interleukin-1 receptor homology (TIR) domain
9134|T044-R1	14c25342cf1e1b693cf20a2c5701f118	1183	Pfam	PF01582	TIR domain	15	182	1.1E-43	T	17-02-2017	IPR000157	Toll/interleukin-1 receptor homology (TIR) domain
