9545|T024-R1	a61252c2d69b12d20c243fb741041997	1034	Pfam	PF00931	NB-ARC domain	131	370	1.1E-16	T	17-02-2017	IPR002182	NB-ARC
9545|T024-R1	a61252c2d69b12d20c243fb741041997	1034	Pfam	PF07725	Leucine Rich Repeat	478	496	6.3E-7	T	17-02-2017	IPR011713	Leucine-rich repeat 3
9545|T024-R1	a61252c2d69b12d20c243fb741041997	1034	Pfam	PF01582	TIR domain	50	97	3.8E-5	T	17-02-2017	IPR000157	Toll/interleukin-1 receptor homology (TIR) domain
9545|T025-R1	8194dbbff0640226191609c50068fdd5	1401	Pfam	PF00931	NB-ARC domain	194	431	1.8E-17	T	17-02-2017	IPR002182	NB-ARC
9545|T025-R1	8194dbbff0640226191609c50068fdd5	1401	Pfam	PF07725	Leucine Rich Repeat	608	625	1.4E-7	T	17-02-2017	IPR011713	Leucine-rich repeat 3
9545|T025-R1	8194dbbff0640226191609c50068fdd5	1401	Pfam	PF01582	TIR domain	9	177	1.9E-47	T	17-02-2017	IPR000157	Toll/interleukin-1 receptor homology (TIR) domain
9545|T026-R1	83bccda385417c4c18cdcb542fda76ae	71	Pfam	PF01582	TIR domain	12	65	6.9E-12	T	17-02-2017	IPR000157	Toll/interleukin-1 receptor homology (TIR) domain
9545|T027-R1	af3916a3ecfb2d59da9e269d83aae1e8	1350	Pfam	PF01582	TIR domain	12	174	4.2E-43	T	17-02-2017	IPR000157	Toll/interleukin-1 receptor homology (TIR) domain
9545|T027-R1	af3916a3ecfb2d59da9e269d83aae1e8	1350	Pfam	PF00931	NB-ARC domain	191	444	1.2E-14	T	17-02-2017	IPR002182	NB-ARC
9545|T027-R1	af3916a3ecfb2d59da9e269d83aae1e8	1350	Pfam	PF07725	Leucine Rich Repeat	672	690	1.0E-6	T	17-02-2017	IPR011713	Leucine-rich repeat 3
9545|T027-R1	af3916a3ecfb2d59da9e269d83aae1e8	1350	Pfam	PF13306	Leucine rich repeats (6 copies)	706	786	0.008	T	17-02-2017	IPR026906	Leucine rich repeat 5
9545|T027-R1	af3916a3ecfb2d59da9e269d83aae1e8	1350	Pfam	PF13306	Leucine rich repeats (6 copies)	889	977	0.015	T	17-02-2017	IPR026906	Leucine rich repeat 5
9545|T028-R1	94f197a53b357d345fc1222f284f5df5	1437	Pfam	PF01582	TIR domain	1275	1423	2.5E-23	T	17-02-2017	IPR000157	Toll/interleukin-1 receptor homology (TIR) domain
9545|T028-R1	94f197a53b357d345fc1222f284f5df5	1437	Pfam	PF01582	TIR domain	14	190	6.1E-50	T	17-02-2017	IPR000157	Toll/interleukin-1 receptor homology (TIR) domain
9545|T028-R1	94f197a53b357d345fc1222f284f5df5	1437	Pfam	PF00931	NB-ARC domain	191	408	7.0E-17	T	17-02-2017	IPR002182	NB-ARC
9545|T028-R1	94f197a53b357d345fc1222f284f5df5	1437	Pfam	PF07725	Leucine Rich Repeat	606	624	2.8E-7	T	17-02-2017	IPR011713	Leucine-rich repeat 3
9545|T031-R1	7cf6809acf7f2c89a89fe1941a221dba	1146	Pfam	PF01582	TIR domain	13	190	9.5E-54	T	17-02-2017	IPR000157	Toll/interleukin-1 receptor homology (TIR) domain
9545|T031-R1	7cf6809acf7f2c89a89fe1941a221dba	1146	Pfam	PF00931	NB-ARC domain	192	434	7.8E-18	T	17-02-2017	IPR002182	NB-ARC
9545|T031-R1	7cf6809acf7f2c89a89fe1941a221dba	1146	Pfam	PF07725	Leucine Rich Repeat	608	626	2.3E-6	T	17-02-2017	IPR011713	Leucine-rich repeat 3
9545|T035-R1	d8aa93141a234b01b2aad6228ed8ab5f	376	Pfam	PF01582	TIR domain	10	187	1.0E-53	T	17-02-2017	IPR000157	Toll/interleukin-1 receptor homology (TIR) domain
