9600|T031-R1	f110ad7f6c53ed56c47a616c24a355d6	1261	Pfam	PF01582	TIR domain	18	181	4.9E-33	T	17-02-2017	IPR000157	Toll/interleukin-1 receptor homology (TIR) domain
9600|T031-R1	f110ad7f6c53ed56c47a616c24a355d6	1261	Pfam	PF00931	NB-ARC domain	218	472	3.2E-24	T	17-02-2017	IPR002182	NB-ARC
9600|T031-R1	f110ad7f6c53ed56c47a616c24a355d6	1261	Pfam	PF07725	Leucine Rich Repeat	639	658	7.3E-6	T	17-02-2017	IPR011713	Leucine-rich repeat 3
9600|T033-R1	99b84681bbf9df1185c63a339f69800f	725	Pfam	PF00931	NB-ARC domain	208	450	3.3E-28	T	17-02-2017	IPR002182	NB-ARC
9600|T033-R1	99b84681bbf9df1185c63a339f69800f	725	Pfam	PF01582	TIR domain	37	189	5.7E-19	T	17-02-2017	IPR000157	Toll/interleukin-1 receptor homology (TIR) domain
9600|T033-R1	99b84681bbf9df1185c63a339f69800f	725	Pfam	PF07725	Leucine Rich Repeat	608	622	1.8E-4	T	17-02-2017	IPR011713	Leucine-rich repeat 3
9600|T034-R1	dad2379899ef10376f1c5e7ddab60b8e	561	Pfam	PF01582	TIR domain	17	171	1.1E-23	T	17-02-2017	IPR000157	Toll/interleukin-1 receptor homology (TIR) domain
9600|T034-R1	dad2379899ef10376f1c5e7ddab60b8e	561	Pfam	PF01582	TIR domain	384	553	3.2E-30	T	17-02-2017	IPR000157	Toll/interleukin-1 receptor homology (TIR) domain
9600|T037-R1	9fa624717d3b5813ae4f6f1835dc8e2b	1196	Pfam	PF01582	TIR domain	20	180	1.1E-29	T	17-02-2017	IPR000157	Toll/interleukin-1 receptor homology (TIR) domain
9600|T037-R1	9fa624717d3b5813ae4f6f1835dc8e2b	1196	Pfam	PF00931	NB-ARC domain	226	263	3.0E-6	T	17-02-2017	IPR002182	NB-ARC
9600|T037-R1	9fa624717d3b5813ae4f6f1835dc8e2b	1196	Pfam	PF00931	NB-ARC domain	302	457	2.0E-19	T	17-02-2017	IPR002182	NB-ARC
9600|T038-R1	504ead69f095ba0b9498fda62e06ebd0	2351	Pfam	PF00931	NB-ARC domain	1332	1552	1.4E-25	T	17-02-2017	IPR002182	NB-ARC
9600|T038-R1	504ead69f095ba0b9498fda62e06ebd0	2351	Pfam	PF01582	TIR domain	167	336	3.3E-34	T	17-02-2017	IPR000157	Toll/interleukin-1 receptor homology (TIR) domain
9600|T038-R1	504ead69f095ba0b9498fda62e06ebd0	2351	Pfam	PF00931	NB-ARC domain	367	598	2.6E-22	T	17-02-2017	IPR002182	NB-ARC
9600|T038-R1	504ead69f095ba0b9498fda62e06ebd0	2351	Pfam	PF07725	Leucine Rich Repeat	793	812	2.0E-6	T	17-02-2017	IPR011713	Leucine-rich repeat 3
