9542|T042-R1	dce0a5da0fbad434b46f4a52861ced06	1254	Pfam	PF03106	WRKY DNA -binding domain	1211	1237	4.2E-5	T	17-02-2017	IPR003657	WRKY domain
9542|T042-R1	dce0a5da0fbad434b46f4a52861ced06	1254	Pfam	PF00931	NB-ARC domain	170	407	1.8E-25	T	17-02-2017	IPR002182	NB-ARC
9542|T042-R1	dce0a5da0fbad434b46f4a52861ced06	1254	Pfam	PF07725	Leucine Rich Repeat	577	596	8.5E-9	T	17-02-2017	IPR011713	Leucine-rich repeat 3
9542|T043-R1	4ea1beb3b2c66877953c5e775c9dae12	1217	Pfam	PF01582	TIR domain	16	184	1.1E-40	T	17-02-2017	IPR000157	Toll/interleukin-1 receptor homology (TIR) domain
9542|T043-R1	4ea1beb3b2c66877953c5e775c9dae12	1217	Pfam	PF00931	NB-ARC domain	211	472	1.6E-29	T	17-02-2017	IPR002182	NB-ARC
9542|T043-R1	4ea1beb3b2c66877953c5e775c9dae12	1217	Pfam	PF07725	Leucine Rich Repeat	638	657	1.4E-6	T	17-02-2017	IPR011713	Leucine-rich repeat 3
9542|T046-R1	f69dce64d4a4b05d27432d7dff6370c2	169	Pfam	PF01582	TIR domain	12	143	1.9E-31	T	17-02-2017	IPR000157	Toll/interleukin-1 receptor homology (TIR) domain
9542|T047-R1	2e77536467e72243f52d3f873e8b5c3e	2364	Pfam	PF00931	NB-ARC domain	1341	1561	1.7E-25	T	17-02-2017	IPR002182	NB-ARC
9542|T047-R1	2e77536467e72243f52d3f873e8b5c3e	2364	Pfam	PF01582	TIR domain	167	336	3.3E-34	T	17-02-2017	IPR000157	Toll/interleukin-1 receptor homology (TIR) domain
9542|T047-R1	2e77536467e72243f52d3f873e8b5c3e	2364	Pfam	PF00931	NB-ARC domain	367	598	2.6E-22	T	17-02-2017	IPR002182	NB-ARC
9542|T047-R1	2e77536467e72243f52d3f873e8b5c3e	2364	Pfam	PF07725	Leucine Rich Repeat	802	821	2.0E-6	T	17-02-2017	IPR011713	Leucine-rich repeat 3
9542|T049-R1	7bc64001775e119356a29d067edf693e	1124	Pfam	PF01582	TIR domain	13	188	5.8E-55	T	17-02-2017	IPR000157	Toll/interleukin-1 receptor homology (TIR) domain
9542|T049-R1	7bc64001775e119356a29d067edf693e	1124	Pfam	PF00931	NB-ARC domain	190	432	5.0E-17	T	17-02-2017	IPR002182	NB-ARC
9542|T049-R1	7bc64001775e119356a29d067edf693e	1124	Pfam	PF07725	Leucine Rich Repeat	606	624	2.2E-6	T	17-02-2017	IPR011713	Leucine-rich repeat 3
9542|T052-R1	af50306564e108dafd6437a74b7cede3	1269	Pfam	PF00931	NB-ARC domain	242	466	3.0E-12	T	17-02-2017	IPR002182	NB-ARC
9542|T052-R1	af50306564e108dafd6437a74b7cede3	1269	Pfam	PF01582	TIR domain	47	215	2.3E-46	T	17-02-2017	IPR000157	Toll/interleukin-1 receptor homology (TIR) domain
9542|T052-R1	af50306564e108dafd6437a74b7cede3	1269	Pfam	PF07725	Leucine Rich Repeat	642	659	1.6E-8	T	17-02-2017	IPR011713	Leucine-rich repeat 3
9542|T054-R1	b535a742ad54bad63ae4857716a9fb05	180	Pfam	PF05659	Arabidopsis broad-spectrum mildew resistance protein RPW8	5	142	3.2E-50	T	17-02-2017	IPR008808	Powdery mildew resistance protein, RPW8 domain
9542|T055-R1	ca3ce11631645c652a48cbe7db5796c1	205	Pfam	PF05659	Arabidopsis broad-spectrum mildew resistance protein RPW8	5	142	2.4E-52	T	17-02-2017	IPR008808	Powdery mildew resistance protein, RPW8 domain
9542|T056-R1	9055a640e1e743a04c89aade02ef8488	213	Pfam	PF05659	Arabidopsis broad-spectrum mildew resistance protein RPW8	5	143	2.6E-57	T	17-02-2017	IPR008808	Powdery mildew resistance protein, RPW8 domain
9542|T057-R1	57a82a4092dd04f666e491893db00d62	145	Pfam	PF05659	Arabidopsis broad-spectrum mildew resistance protein RPW8	3	142	4.1E-43	T	17-02-2017	IPR008808	Powdery mildew resistance protein, RPW8 domain
9542|T058-R1	04ca215dee27e4fed39a1f604df26789	102	Pfam	PF05659	Arabidopsis broad-spectrum mildew resistance protein RPW8	11	99	1.2E-15	T	17-02-2017	IPR008808	Powdery mildew resistance protein, RPW8 domain
9542|T059-R1	85e4216953174087dba0bf73b1bdb143	174	Pfam	PF05659	Arabidopsis broad-spectrum mildew resistance protein RPW8	3	143	2.2E-42	T	17-02-2017	IPR008808	Powdery mildew resistance protein, RPW8 domain
9542|T060-R1	ddcf10894b15c94fd8a9a993f68ae0f7	174	Pfam	PF05659	Arabidopsis broad-spectrum mildew resistance protein RPW8	3	143	4.3E-40	T	17-02-2017	IPR008808	Powdery mildew resistance protein, RPW8 domain
9542|T061-R1	856d59f01b176db8a96e7f04de966f03	159	Pfam	PF05659	Arabidopsis broad-spectrum mildew resistance protein RPW8	7	137	3.2E-30	T	17-02-2017	IPR008808	Powdery mildew resistance protein, RPW8 domain
9542|T063.1-R1	91acec0b587b2de7b6a1f5496dbdbd47	1179	Pfam	PF00931	NB-ARC domain	248	505	1.4E-22	T	17-02-2017	IPR002182	NB-ARC
9542|T063.1-R1	91acec0b587b2de7b6a1f5496dbdbd47	1179	Pfam	PF01582	TIR domain	52	242	1.5E-52	T	17-02-2017	IPR000157	Toll/interleukin-1 receptor homology (TIR) domain
9542|T063.1-R1	91acec0b587b2de7b6a1f5496dbdbd47	1179	Pfam	PF07725	Leucine Rich Repeat	660	679	2.7E-8	T	17-02-2017	IPR011713	Leucine-rich repeat 3
9542|T063.2-R1	c38ef26f8ea551cafdb9d8366b4655ff	273	Pfam	PF00931	NB-ARC domain	7	253	8.0E-22	T	17-02-2017	IPR002182	NB-ARC
9542|T066-R1	c36cb7726fa1298abce72b3c543a7cf0	653	Pfam	PF01582	TIR domain	47	225	2.5E-54	T	17-02-2017	IPR000157	Toll/interleukin-1 receptor homology (TIR) domain
9542|T068-R1	b3f41a4b7793c81d826ac923861df07f	1149	Pfam	PF01582	TIR domain	14	174	2.5E-30	T	17-02-2017	IPR000157	Toll/interleukin-1 receptor homology (TIR) domain
9542|T068-R1	b3f41a4b7793c81d826ac923861df07f	1149	Pfam	PF00931	NB-ARC domain	189	442	3.5E-24	T	17-02-2017	IPR002182	NB-ARC
9542|T069-R1	b1a37818f2bd1f79cc2e291fb034d431	754	Pfam	PF00931	NB-ARC domain	173	404	4.6E-20	T	17-02-2017	IPR002182	NB-ARC
9542|T069-R1	b1a37818f2bd1f79cc2e291fb034d431	754	Pfam	PF01582	TIR domain	46	150	1.6E-14	T	17-02-2017	IPR000157	Toll/interleukin-1 receptor homology (TIR) domain
9542|T069-R1	b1a37818f2bd1f79cc2e291fb034d431	754	Pfam	PF07725	Leucine Rich Repeat	546	565	4.5E-8	T	17-02-2017	IPR011713	Leucine-rich repeat 3
9542|T070-R1	96e80f8df52470ba877fdde2fd18265b	1260	Pfam	PF01582	TIR domain	18	180	1.7E-32	T	17-02-2017	IPR000157	Toll/interleukin-1 receptor homology (TIR) domain
9542|T070-R1	96e80f8df52470ba877fdde2fd18265b	1260	Pfam	PF00931	NB-ARC domain	218	472	7.1E-24	T	17-02-2017	IPR002182	NB-ARC
9542|T070-R1	96e80f8df52470ba877fdde2fd18265b	1260	Pfam	PF07725	Leucine Rich Repeat	639	658	7.3E-6	T	17-02-2017	IPR011713	Leucine-rich repeat 3
9542|T073-R1	678508c0579ab2184d9bf88739a2c43e	1010	Pfam	PF01582	TIR domain	13	186	2.1E-47	T	17-02-2017	IPR000157	Toll/interleukin-1 receptor homology (TIR) domain
9542|T073-R1	678508c0579ab2184d9bf88739a2c43e	1010	Pfam	PF00931	NB-ARC domain	190	442	4.5E-25	T	17-02-2017	IPR002182	NB-ARC
9542|T073-R1	678508c0579ab2184d9bf88739a2c43e	1010	Pfam	PF07725	Leucine Rich Repeat	553	572	2.0E-7	T	17-02-2017	IPR011713	Leucine-rich repeat 3
9542|T075-R1	153b2b4d85ecde97ac80d1666713f550	766	Pfam	PF07725	Leucine Rich Repeat	456	472	1.5E-5	T	17-02-2017	IPR011713	Leucine-rich repeat 3
9542|T075-R1	153b2b4d85ecde97ac80d1666713f550	766	Pfam	PF00931	NB-ARC domain	50	301	3.0E-20	T	17-02-2017	IPR002182	NB-ARC
9542|T076-R1	NA	1637	Coils	Coil	maj_vote_coils_paircoils_nlrparser	1117	1144	NA	NA	NA	NA	NA	NA	NA
9542|T076-R1	4fe76b741bc59f290ac2ff7f91e9bef0	1637	Pfam	PF00412	LIM domain	1241	1292	2.8E-8	T	17-02-2017	IPR001781	Zinc finger, LIM-type
9542|T076-R1	4fe76b741bc59f290ac2ff7f91e9bef0	1637	Pfam	PF12315	Protein DA1	1388	1416	2.7E-4	T	17-02-2017	IPR022087	Protein DA1-like
9542|T076-R1	4fe76b741bc59f290ac2ff7f91e9bef0	1637	Pfam	PF12315	Protein DA1	1438	1626	6.4E-71	T	17-02-2017	IPR022087	Protein DA1-like
9542|T076-R1	4fe76b741bc59f290ac2ff7f91e9bef0	1637	Pfam	PF00931	NB-ARC domain	179	382	1.6E-20	T	17-02-2017	IPR002182	NB-ARC
9542|T076-R1	4fe76b741bc59f290ac2ff7f91e9bef0	1637	Pfam	PF07725	Leucine Rich Repeat	595	614	2.2E-5	T	17-02-2017	IPR011713	Leucine-rich repeat 3
9542|T077-R1	02363bf0788ecb34fb617e4be309c14d	1206	Pfam	PF00931	NB-ARC domain	215	485	6.0E-20	T	17-02-2017	IPR002182	NB-ARC
9542|T077-R1	02363bf0788ecb34fb617e4be309c14d	1206	Pfam	PF01582	TIR domain	22	187	1.6E-37	T	17-02-2017	IPR000157	Toll/interleukin-1 receptor homology (TIR) domain
9542|T077-R1	02363bf0788ecb34fb617e4be309c14d	1206	Pfam	PF07725	Leucine Rich Repeat	642	661	5.7E-6	T	17-02-2017	IPR011713	Leucine-rich repeat 3
9542|T079-R1	57e949e2b7618c94589100312b35c0a5	966	Pfam	PF01582	TIR domain	13	189	3.0E-52	T	17-02-2017	IPR000157	Toll/interleukin-1 receptor homology (TIR) domain
9542|T079-R1	57e949e2b7618c94589100312b35c0a5	966	Pfam	PF00931	NB-ARC domain	190	445	1.6E-22	T	17-02-2017	IPR002182	NB-ARC
9542|T079-R1	57e949e2b7618c94589100312b35c0a5	966	Pfam	PF07725	Leucine Rich Repeat	603	622	1.7E-8	T	17-02-2017	IPR011713	Leucine-rich repeat 3
9542|T080-R1	9fb29c66f3924dc376cb773d2e701202	1034	Pfam	PF01582	TIR domain	13	188	3.4E-52	T	17-02-2017	IPR000157	Toll/interleukin-1 receptor homology (TIR) domain
9542|T080-R1	9fb29c66f3924dc376cb773d2e701202	1034	Pfam	PF00931	NB-ARC domain	190	450	3.1E-27	T	17-02-2017	IPR002182	NB-ARC
9542|T080-R1	9fb29c66f3924dc376cb773d2e701202	1034	Pfam	PF07725	Leucine Rich Repeat	607	626	3.6E-8	T	17-02-2017	IPR011713	Leucine-rich repeat 3
9542|T081-R1	d3a9b9bdfe13c17963d4bbc2b2ef2ded	1276	Pfam	PF01582	TIR domain	17	192	3.2E-48	T	17-02-2017	IPR000157	Toll/interleukin-1 receptor homology (TIR) domain
9542|T081-R1	d3a9b9bdfe13c17963d4bbc2b2ef2ded	1276	Pfam	PF00931	NB-ARC domain	195	449	8.3E-25	T	17-02-2017	IPR002182	NB-ARC
9542|T081-R1	d3a9b9bdfe13c17963d4bbc2b2ef2ded	1276	Pfam	PF07725	Leucine Rich Repeat	608	627	2.2E-7	T	17-02-2017	IPR011713	Leucine-rich repeat 3
9542|T083-R1	99375dc8320baf3c95f739e1050ad94d	136	Pfam	PF01582	TIR domain	3	100	1.3E-7	T	17-02-2017	IPR000157	Toll/interleukin-1 receptor homology (TIR) domain
9542|T084-R1	6c84fd779106ae3b27da95e48d779049	1158	Pfam	PF00931	NB-ARC domain	30	265	1.1E-17	T	17-02-2017	IPR002182	NB-ARC
9542|T084-R1	6c84fd779106ae3b27da95e48d779049	1158	Pfam	PF07725	Leucine Rich Repeat	432	446	1.3E-5	T	17-02-2017	IPR011713	Leucine-rich repeat 3
9542|T085-R1	63d858f4bd6958077399abd8dbe70ec9	114	Pfam	PF01582	TIR domain	5	99	5.4E-19	T	17-02-2017	IPR000157	Toll/interleukin-1 receptor homology (TIR) domain
9542|T088-R1	762c3fb4d4ac47ff074e993a3595b3a1	1017	Pfam	PF01582	TIR domain	11	178	1.4E-39	T	17-02-2017	IPR000157	Toll/interleukin-1 receptor homology (TIR) domain
9542|T088-R1	762c3fb4d4ac47ff074e993a3595b3a1	1017	Pfam	PF00931	NB-ARC domain	202	451	1.7E-26	T	17-02-2017	IPR002182	NB-ARC
9542|T088-R1	762c3fb4d4ac47ff074e993a3595b3a1	1017	Pfam	PF07725	Leucine Rich Repeat	597	615	2.5E-7	T	17-02-2017	IPR011713	Leucine-rich repeat 3
9542|T089-R1	b708d36cbd68ab1e38e4123bfcfb24cb	463	Pfam	PF00931	NB-ARC domain	191	401	2.1E-16	T	17-02-2017	IPR002182	NB-ARC
9542|T089-R1	b708d36cbd68ab1e38e4123bfcfb24cb	463	Pfam	PF01582	TIR domain	38	174	2.2E-9	T	17-02-2017	IPR000157	Toll/interleukin-1 receptor homology (TIR) domain
9542|T091-R1	0fbdff7a71b995c66fd0aa83d434bf43	1172	Pfam	PF01582	TIR domain	12	192	5.4E-49	T	17-02-2017	IPR000157	Toll/interleukin-1 receptor homology (TIR) domain
9542|T091-R1	0fbdff7a71b995c66fd0aa83d434bf43	1172	Pfam	PF00931	NB-ARC domain	209	423	2.6E-15	T	17-02-2017	IPR002182	NB-ARC
9542|T091-R1	0fbdff7a71b995c66fd0aa83d434bf43	1172	Pfam	PF07725	Leucine Rich Repeat	618	636	3.4E-7	T	17-02-2017	IPR011713	Leucine-rich repeat 3
9542|T091-R1	0fbdff7a71b995c66fd0aa83d434bf43	1172	Pfam	PF07725	Leucine Rich Repeat	754	773	4.2E-6	T	17-02-2017	IPR011713	Leucine-rich repeat 3
9542|T093-R1	fb0ca3dc39f10ccd6f70deff576e944d	1129	Pfam	PF01582	TIR domain	16	223	7.8E-47	T	17-02-2017	IPR000157	Toll/interleukin-1 receptor homology (TIR) domain
9542|T093-R1	fb0ca3dc39f10ccd6f70deff576e944d	1129	Pfam	PF00931	NB-ARC domain	225	481	1.7E-31	T	17-02-2017	IPR002182	NB-ARC
9542|T093-R1	fb0ca3dc39f10ccd6f70deff576e944d	1129	Pfam	PF07725	Leucine Rich Repeat	680	698	4.7E-7	T	17-02-2017	IPR011713	Leucine-rich repeat 3
9542|T095-R1	ecef9ddc00ff09e6f11d6c5a12dcf1b7	1125	Pfam	PF01582	TIR domain	16	191	3.6E-50	T	17-02-2017	IPR000157	Toll/interleukin-1 receptor homology (TIR) domain
9542|T095-R1	ecef9ddc00ff09e6f11d6c5a12dcf1b7	1125	Pfam	PF00931	NB-ARC domain	193	451	4.3E-28	T	17-02-2017	IPR002182	NB-ARC
9542|T095-R1	ecef9ddc00ff09e6f11d6c5a12dcf1b7	1125	Pfam	PF07725	Leucine Rich Repeat	606	624	2.5E-5	T	17-02-2017	IPR011713	Leucine-rich repeat 3
9542|T098-R1	f5ef1c421616f8893689ef702cc18512	879	Pfam	PF00931	NB-ARC domain	167	451	4.1E-77	T	17-02-2017	IPR002182	NB-ARC
9542|T099-R1	28638d06f0da7097e955972cf6b64217	587	Pfam	PF00931	NB-ARC domain	1	105	2.2E-19	T	17-02-2017	IPR002182	NB-ARC
9542|T100-R1	c8f8a4d22818cc74d032308b1ace5b95	697	Pfam	PF00931	NB-ARC domain	180	422	2.9E-28	T	17-02-2017	IPR002182	NB-ARC
9542|T100-R1	c8f8a4d22818cc74d032308b1ace5b95	697	Pfam	PF07725	Leucine Rich Repeat	580	594	1.8E-4	T	17-02-2017	IPR011713	Leucine-rich repeat 3
9542|T100-R1	c8f8a4d22818cc74d032308b1ace5b95	697	Pfam	PF01582	TIR domain	9	161	5.3E-19	T	17-02-2017	IPR000157	Toll/interleukin-1 receptor homology (TIR) domain
9542|T101-R1	1aabc67c31f6268578fd2560ecdd847e	561	Pfam	PF01582	TIR domain	17	171	6.1E-23	T	17-02-2017	IPR000157	Toll/interleukin-1 receptor homology (TIR) domain
9542|T101-R1	1aabc67c31f6268578fd2560ecdd847e	561	Pfam	PF01582	TIR domain	384	553	3.2E-30	T	17-02-2017	IPR000157	Toll/interleukin-1 receptor homology (TIR) domain
9542|T103-R1	c99faa86ca20fded110c2a2b90c857e7	1173	Pfam	PF00931	NB-ARC domain	197	234	2.6E-6	T	17-02-2017	IPR002182	NB-ARC
9542|T103-R1	c99faa86ca20fded110c2a2b90c857e7	1173	Pfam	PF01582	TIR domain	20	130	5.9E-24	T	17-02-2017	IPR000157	Toll/interleukin-1 receptor homology (TIR) domain
9542|T103-R1	c99faa86ca20fded110c2a2b90c857e7	1173	Pfam	PF00931	NB-ARC domain	273	429	4.5E-19	T	17-02-2017	IPR002182	NB-ARC
9542|T104.1-R1	84998c3999324524f164b16ca7cb7cc1	438	Pfam	PF00931	NB-ARC domain	230	388	2.0E-14	T	17-02-2017	IPR002182	NB-ARC
9542|T104.1-R1	84998c3999324524f164b16ca7cb7cc1	438	Pfam	PF01582	TIR domain	39	206	6.7E-50	T	17-02-2017	IPR000157	Toll/interleukin-1 receptor homology (TIR) domain
9542|T104.2-R1	e9b4db43adc23066f93f986fd1dc3611	363	Pfam	PF00931	NB-ARC domain	192	349	3.2E-6	T	17-02-2017	IPR002182	NB-ARC
9542|T104.2-R1	e9b4db43adc23066f93f986fd1dc3611	363	Pfam	PF01582	TIR domain	9	188	2.4E-51	T	17-02-2017	IPR000157	Toll/interleukin-1 receptor homology (TIR) domain
9542|T105-R1	e0b4420fbafb7d55db25ff57b07bba06	380	Pfam	PF00931	NB-ARC domain	192	330	5.0E-6	T	17-02-2017	IPR002182	NB-ARC
9542|T105-R1	e0b4420fbafb7d55db25ff57b07bba06	380	Pfam	PF01582	TIR domain	8	185	8.8E-55	T	17-02-2017	IPR000157	Toll/interleukin-1 receptor homology (TIR) domain
9542|T106-R1	a4d61b4821abdb2c7097dc96d7d96011	375	Pfam	PF00931	NB-ARC domain	189	346	5.0E-9	T	17-02-2017	IPR002182	NB-ARC
9542|T106-R1	a4d61b4821abdb2c7097dc96d7d96011	375	Pfam	PF01582	TIR domain	8	188	7.5E-54	T	17-02-2017	IPR000157	Toll/interleukin-1 receptor homology (TIR) domain
9542|T107-R1	d8aa93141a234b01b2aad6228ed8ab5f	376	Pfam	PF01582	TIR domain	10	187	1.0E-53	T	17-02-2017	IPR000157	Toll/interleukin-1 receptor homology (TIR) domain
9542|T107-R1	d8aa93141a234b01b2aad6228ed8ab5f	376	Pfam	PF00931	NB-ARC domain	196	347	3.0E-6	T	17-02-2017	IPR002182	NB-ARC
9542|T111-R1	f8af9353500dc80b511bd9ca74a40602	1572	Pfam	PF01582	TIR domain	16	148	4.6E-27	T	17-02-2017	IPR000157	Toll/interleukin-1 receptor homology (TIR) domain
9542|T111-R1	f8af9353500dc80b511bd9ca74a40602	1572	Pfam	PF01582	TIR domain	201	371	1.4E-34	T	17-02-2017	IPR000157	Toll/interleukin-1 receptor homology (TIR) domain
9542|T111-R1	f8af9353500dc80b511bd9ca74a40602	1572	Pfam	PF00931	NB-ARC domain	394	650	1.4E-34	T	17-02-2017	IPR002182	NB-ARC
9542|T112-R1	c10e84dbca3c6c92cad1a90e3bdf63ce	1556	Pfam	PF01582	TIR domain	17	148	1.5E-19	T	17-02-2017	IPR000157	Toll/interleukin-1 receptor homology (TIR) domain
9542|T112-R1	c10e84dbca3c6c92cad1a90e3bdf63ce	1556	Pfam	PF01582	TIR domain	175	346	8.1E-33	T	17-02-2017	IPR000157	Toll/interleukin-1 receptor homology (TIR) domain
9542|T112-R1	c10e84dbca3c6c92cad1a90e3bdf63ce	1556	Pfam	PF00931	NB-ARC domain	379	635	3.6E-31	T	17-02-2017	IPR002182	NB-ARC
9542|T115-R1	af230fa6bc13a8efca869321ed1c9c7d	1003	Pfam	PF01582	TIR domain	16	177	1.4E-47	T	17-02-2017	IPR000157	Toll/interleukin-1 receptor homology (TIR) domain
9542|T115-R1	af230fa6bc13a8efca869321ed1c9c7d	1003	Pfam	PF00931	NB-ARC domain	179	442	5.6E-23	T	17-02-2017	IPR002182	NB-ARC
9542|T115-R1	af230fa6bc13a8efca869321ed1c9c7d	1003	Pfam	PF07725	Leucine Rich Repeat	601	620	8.7E-8	T	17-02-2017	IPR011713	Leucine-rich repeat 3
9542|T116.1-R1	391b49b6ffef23555a2ef7685b09376d	225	Pfam	PF01582	TIR domain	58	210	4.2E-49	T	17-02-2017	IPR000157	Toll/interleukin-1 receptor homology (TIR) domain
9542|T116.2-R1	921e25583871370475d6e622fc7f4ef1	834	Pfam	PF00931	NB-ARC domain	35	292	3.6E-21	T	17-02-2017	IPR002182	NB-ARC
9542|T118-R1	a46731dfdf38cb39cfae9a42b2da0a13	1088	Pfam	PF01582	TIR domain	13	200	1.3E-48	T	17-02-2017	IPR000157	Toll/interleukin-1 receptor homology (TIR) domain
