7308|T002-R1	5be9a0c55be61ede42d4e2d3aab38515	376	Pfam	PF01582	TIR domain	10	187	2.6E-54	T	17-02-2017	IPR000157	Toll/interleukin-1 receptor homology (TIR) domain
7308|T002-R1	5be9a0c55be61ede42d4e2d3aab38515	376	Pfam	PF00931	NB-ARC domain	195	347	1.6E-6	T	17-02-2017	IPR002182	NB-ARC
7308|T003-R1	76259ced1b147a10e9ebf5126fba0cca	371	Pfam	PF00931	NB-ARC domain	189	346	2.3E-9	T	17-02-2017	IPR002182	NB-ARC
7308|T003-R1	76259ced1b147a10e9ebf5126fba0cca	371	Pfam	PF01582	TIR domain	8	188	2.0E-54	T	17-02-2017	IPR000157	Toll/interleukin-1 receptor homology (TIR) domain
7308|T005.1-R1	8841465d8d9d1e2927fcdbf0348d89fc	176	Pfam	PF01582	TIR domain	8	171	4.9E-56	T	17-02-2017	IPR000157	Toll/interleukin-1 receptor homology (TIR) domain
7308|T005.2-R1	8039ef448f9d5a3a8c0546b8edc2e881	275	Pfam	PF01582	TIR domain	8	188	1.5E-54	T	17-02-2017	IPR000157	Toll/interleukin-1 receptor homology (TIR) domain
7308|T006-R1	023eeb488140674d4af4be30e2c65238	380	Pfam	PF00931	NB-ARC domain	192	330	5.0E-6	T	17-02-2017	IPR002182	NB-ARC
7308|T006-R1	023eeb488140674d4af4be30e2c65238	380	Pfam	PF01582	TIR domain	8	185	1.2E-56	T	17-02-2017	IPR000157	Toll/interleukin-1 receptor homology (TIR) domain
7308|T007.1-R1	2579b871dd44d24ad7d2d76759e1842c	363	Pfam	PF00931	NB-ARC domain	192	349	3.2E-6	T	17-02-2017	IPR002182	NB-ARC
7308|T007.1-R1	2579b871dd44d24ad7d2d76759e1842c	363	Pfam	PF01582	TIR domain	9	188	2.4E-50	T	17-02-2017	IPR000157	Toll/interleukin-1 receptor homology (TIR) domain
7308|T007.2-R1	430946f48a5448e25d087f2782ba5bb9	438	Pfam	PF00931	NB-ARC domain	230	388	2.0E-14	T	17-02-2017	IPR002182	NB-ARC
7308|T007.2-R1	430946f48a5448e25d087f2782ba5bb9	438	Pfam	PF01582	TIR domain	39	206	2.8E-50	T	17-02-2017	IPR000157	Toll/interleukin-1 receptor homology (TIR) domain
7308|T008-R1	f93e888b7e70784fc2c3f53caa242f57	1261	Pfam	PF01582	TIR domain	19	183	5.4E-33	T	17-02-2017	IPR000157	Toll/interleukin-1 receptor homology (TIR) domain
7308|T008-R1	f93e888b7e70784fc2c3f53caa242f57	1261	Pfam	PF00931	NB-ARC domain	219	473	9.7E-24	T	17-02-2017	IPR002182	NB-ARC
7308|T008-R1	f93e888b7e70784fc2c3f53caa242f57	1261	Pfam	PF07725	Leucine Rich Repeat	640	659	7.3E-6	T	17-02-2017	IPR011713	Leucine-rich repeat 3
7308|T009-R1	b1a37818f2bd1f79cc2e291fb034d431	754	Pfam	PF00931	NB-ARC domain	173	404	4.6E-20	T	17-02-2017	IPR002182	NB-ARC
7308|T009-R1	b1a37818f2bd1f79cc2e291fb034d431	754	Pfam	PF01582	TIR domain	46	150	1.6E-14	T	17-02-2017	IPR000157	Toll/interleukin-1 receptor homology (TIR) domain
7308|T009-R1	b1a37818f2bd1f79cc2e291fb034d431	754	Pfam	PF07725	Leucine Rich Repeat	546	565	4.5E-8	T	17-02-2017	IPR011713	Leucine-rich repeat 3
7308|T010-R1	04419bddf251f271f821b2229f5e29f2	1149	Pfam	PF01582	TIR domain	14	174	2.5E-30	T	17-02-2017	IPR000157	Toll/interleukin-1 receptor homology (TIR) domain
7308|T010-R1	04419bddf251f271f821b2229f5e29f2	1149	Pfam	PF00931	NB-ARC domain	189	442	9.4E-24	T	17-02-2017	IPR002182	NB-ARC
7308|T011.1-R1	e1f051594b3dbf702e2e1d4ca72f1e86	1031	Pfam	PF00931	NB-ARC domain	148	401	1.1E-24	T	17-02-2017	IPR002182	NB-ARC
7308|T011.1-R1	e1f051594b3dbf702e2e1d4ca72f1e86	1031	Pfam	PF01582	TIR domain	23	139	2.6E-29	T	17-02-2017	IPR000157	Toll/interleukin-1 receptor homology (TIR) domain
7308|T011.1-R1	e1f051594b3dbf702e2e1d4ca72f1e86	1031	Pfam	PF07725	Leucine Rich Repeat	560	579	8.7E-7	T	17-02-2017	IPR011713	Leucine-rich repeat 3
7308|T011.2-R1	af483c069b7968c36ff240474933965f	1275	Pfam	PF00931	NB-ARC domain	274	532	7.6E-25	T	17-02-2017	IPR002182	NB-ARC
7308|T011.2-R1	af483c069b7968c36ff240474933965f	1275	Pfam	PF07725	Leucine Rich Repeat	691	710	1.1E-6	T	17-02-2017	IPR011713	Leucine-rich repeat 3
7308|T011.2-R1	af483c069b7968c36ff240474933965f	1275	Pfam	PF01582	TIR domain	93	271	2.2E-54	T	17-02-2017	IPR000157	Toll/interleukin-1 receptor homology (TIR) domain
7308|T012-R1	3153f25f18ee0d1d810078062f9475ef	999	Pfam	PF00931	NB-ARC domain	234	350	1.6E-6	T	17-02-2017	IPR002182	NB-ARC
7308|T012-R1	3153f25f18ee0d1d810078062f9475ef	999	Pfam	PF01582	TIR domain	69	230	2.5E-48	T	17-02-2017	IPR000157	Toll/interleukin-1 receptor homology (TIR) domain
7308|T015-R1	9e7e77ecf168323f21bced520d42c49a	655	Pfam	PF00931	NB-ARC domain	27	201	6.9E-52	T	17-02-2017	IPR002182	NB-ARC
7308|T015-R1	9e7e77ecf168323f21bced520d42c49a	655	Pfam	PF13855	Leucine rich repeat	320	371	6.9E-9	T	17-02-2017	IPR001611	Leucine-rich repeat
7308|T017-R1	700eb9219a771e4396fdd4a4b5f9629c	873	Pfam	PF00931	NB-ARC domain	153	433	3.8E-86	T	17-02-2017	IPR002182	NB-ARC
7308|T017-R1	NA	873	Coils	Coil	maj_vote_coils_paircoils_nlrparser	20	71	NA	NA	NA	NA	NA	NA	NA
7308|T017-R1	700eb9219a771e4396fdd4a4b5f9629c	873	Pfam	PF13855	Leucine rich repeat	554	603	4.6E-8	T	17-02-2017	IPR001611	Leucine-rich repeat
7308|T018-R1	73cb13d962db3cad6400631a441c6c6b	875	Pfam	PF00931	NB-ARC domain	156	436	1.1E-84	T	17-02-2017	IPR002182	NB-ARC
7308|T018-R1	NA	875	Coils	Coil	maj_vote_coils_paircoils_nlrparser	20	70	NA	NA	NA	NA	NA	NA	NA
7308|T018-R1	73cb13d962db3cad6400631a441c6c6b	875	Pfam	PF13855	Leucine rich repeat	555	604	2.5E-7	T	17-02-2017	IPR001611	Leucine-rich repeat
7308|T019-R1	605629b65046cbd48778637a562b79ae	1309	Pfam	PF01582	TIR domain	11	182	3.5E-43	T	17-02-2017	IPR000157	Toll/interleukin-1 receptor homology (TIR) domain
7308|T019-R1	605629b65046cbd48778637a562b79ae	1309	Pfam	PF07725	Leucine Rich Repeat	1146	1165	2.7E-10	T	17-02-2017	IPR011713	Leucine-rich repeat 3
7308|T019-R1	605629b65046cbd48778637a562b79ae	1309	Pfam	PF00931	NB-ARC domain	187	418	4.1E-16	T	17-02-2017	IPR002182	NB-ARC
7308|T019-R1	605629b65046cbd48778637a562b79ae	1309	Pfam	PF01582	TIR domain	593	724	8.1E-14	T	17-02-2017	IPR000157	Toll/interleukin-1 receptor homology (TIR) domain
7308|T019-R1	605629b65046cbd48778637a562b79ae	1309	Pfam	PF00931	NB-ARC domain	755	987	2.5E-21	T	17-02-2017	IPR002182	NB-ARC
7308|T020-R1	344d3061575170adce14d0333da98fee	1244	Pfam	PF00931	NB-ARC domain	241	485	5.2E-26	T	17-02-2017	IPR002182	NB-ARC
7308|T020-R1	344d3061575170adce14d0333da98fee	1244	Pfam	PF01582	TIR domain	56	222	3.7E-33	T	17-02-2017	IPR000157	Toll/interleukin-1 receptor homology (TIR) domain
7308|T020-R1	344d3061575170adce14d0333da98fee	1244	Pfam	PF07725	Leucine Rich Repeat	650	668	3.9E-5	T	17-02-2017	IPR011713	Leucine-rich repeat 3
7308|T020-R1	344d3061575170adce14d0333da98fee	1244	Pfam	PF13855	Leucine rich repeat	880	934	2.1E-6	T	17-02-2017	IPR001611	Leucine-rich repeat
7308|T021-R1	671ce9723f827052caf3b2bb1e4913c5	591	Pfam	PF01582	TIR domain	366	462	1.9E-16	T	17-02-2017	IPR000157	Toll/interleukin-1 receptor homology (TIR) domain
7308|T023-R1	a7764f9118c101feac7da3331818156f	842	Pfam	PF01582	TIR domain	13	190	3.8E-50	T	17-02-2017	IPR000157	Toll/interleukin-1 receptor homology (TIR) domain
7308|T023-R1	a7764f9118c101feac7da3331818156f	842	Pfam	PF00931	NB-ARC domain	191	445	9.1E-25	T	17-02-2017	IPR002182	NB-ARC
7308|T025-R1	090922476d46ccb4dde182005e60d3c8	952	Pfam	PF01582	TIR domain	17	191	1.9E-48	T	17-02-2017	IPR000157	Toll/interleukin-1 receptor homology (TIR) domain
7308|T025-R1	090922476d46ccb4dde182005e60d3c8	952	Pfam	PF00931	NB-ARC domain	234	363	3.3E-11	T	17-02-2017	IPR002182	NB-ARC
7308|T025-R1	090922476d46ccb4dde182005e60d3c8	952	Pfam	PF07725	Leucine Rich Repeat	519	538	2.7E-9	T	17-02-2017	IPR011713	Leucine-rich repeat 3
7308|T026-R1	b6e8995b2ac70e9398ef29b8d12c1d13	1026	Pfam	PF01582	TIR domain	13	189	3.1E-49	T	17-02-2017	IPR000157	Toll/interleukin-1 receptor homology (TIR) domain
7308|T026-R1	b6e8995b2ac70e9398ef29b8d12c1d13	1026	Pfam	PF00931	NB-ARC domain	192	440	3.1E-23	T	17-02-2017	IPR002182	NB-ARC
7308|T026-R1	b6e8995b2ac70e9398ef29b8d12c1d13	1026	Pfam	PF07725	Leucine Rich Repeat	598	617	8.6E-6	T	17-02-2017	IPR011713	Leucine-rich repeat 3
7308|T028-R1	a6fc666863c93a0a2e4ca20415a4287b	1162	Pfam	PF01582	TIR domain	12	186	6.9E-49	T	17-02-2017	IPR000157	Toll/interleukin-1 receptor homology (TIR) domain
7308|T028-R1	a6fc666863c93a0a2e4ca20415a4287b	1162	Pfam	PF00931	NB-ARC domain	200	417	1.9E-15	T	17-02-2017	IPR002182	NB-ARC
