7416|T001-R1	c882da94484bc9d7a63aaf7f32d40f78	1378	Pfam	PF03106	WRKY DNA -binding domain	1211	1270	6.3E-23	T	17-02-2017	IPR003657	WRKY domain
7416|T001-R1	c882da94484bc9d7a63aaf7f32d40f78	1378	Pfam	PF00931	NB-ARC domain	170	407	2.1E-25	T	17-02-2017	IPR002182	NB-ARC
7416|T001-R1	c882da94484bc9d7a63aaf7f32d40f78	1378	Pfam	PF07725	Leucine Rich Repeat	577	596	9.4E-9	T	17-02-2017	IPR011713	Leucine-rich repeat 3
7416|T002-R1	3e8e844b9a7186ceac2fe0874937101c	1217	Pfam	PF01582	TIR domain	16	184	1.1E-40	T	17-02-2017	IPR000157	Toll/interleukin-1 receptor homology (TIR) domain
7416|T002-R1	3e8e844b9a7186ceac2fe0874937101c	1217	Pfam	PF00931	NB-ARC domain	211	472	1.6E-29	T	17-02-2017	IPR002182	NB-ARC
7416|T002-R1	3e8e844b9a7186ceac2fe0874937101c	1217	Pfam	PF07725	Leucine Rich Repeat	638	657	3.7E-8	T	17-02-2017	IPR011713	Leucine-rich repeat 3
7416|T004-R1	733dc0aea400bfa14154eff89eb72fb5	870	Pfam	PF00931	NB-ARC domain	165	373	1.2E-15	T	17-02-2017	IPR002182	NB-ARC
7416|T004-R1	733dc0aea400bfa14154eff89eb72fb5	870	Pfam	PF01582	TIR domain	45	156	1.0E-16	T	17-02-2017	IPR000157	Toll/interleukin-1 receptor homology (TIR) domain
7416|T005-R1	2d43d7b16ecfebe248de8a89558b0761	1172	Pfam	PF01582	TIR domain	12	191	8.1E-29	T	17-02-2017	IPR000157	Toll/interleukin-1 receptor homology (TIR) domain
7416|T005-R1	2d43d7b16ecfebe248de8a89558b0761	1172	Pfam	PF00931	NB-ARC domain	221	469	1.1E-24	T	17-02-2017	IPR002182	NB-ARC
7416|T005-R1	2d43d7b16ecfebe248de8a89558b0761	1172	Pfam	PF07725	Leucine Rich Repeat	636	655	2.8E-5	T	17-02-2017	IPR011713	Leucine-rich repeat 3
7416|T006-R1	078c810f89df8658fd4952082bf66d90	477	Pfam	PF01582	TIR domain	2	155	1.8E-31	T	17-02-2017	IPR000157	Toll/interleukin-1 receptor homology (TIR) domain
7416|T006-R1	078c810f89df8658fd4952082bf66d90	477	Pfam	PF01582	TIR domain	302	462	3.0E-32	T	17-02-2017	IPR000157	Toll/interleukin-1 receptor homology (TIR) domain
7416|T007-R1	2a7daa867d07519dd3d68e35187ff732	725	Pfam	PF00931	NB-ARC domain	209	450	1.1E-27	T	17-02-2017	IPR002182	NB-ARC
7416|T007-R1	2a7daa867d07519dd3d68e35187ff732	725	Pfam	PF01582	TIR domain	37	189	1.4E-19	T	17-02-2017	IPR000157	Toll/interleukin-1 receptor homology (TIR) domain
7416|T007-R1	2a7daa867d07519dd3d68e35187ff732	725	Pfam	PF07725	Leucine Rich Repeat	608	622	1.8E-4	T	17-02-2017	IPR011713	Leucine-rich repeat 3
7416|T008-R1	404b5820085466de3558e45fd123d093	1261	Pfam	PF01582	TIR domain	19	182	4.9E-33	T	17-02-2017	IPR000157	Toll/interleukin-1 receptor homology (TIR) domain
7416|T008-R1	404b5820085466de3558e45fd123d093	1261	Pfam	PF00931	NB-ARC domain	219	473	6.8E-24	T	17-02-2017	IPR002182	NB-ARC
7416|T008-R1	404b5820085466de3558e45fd123d093	1261	Pfam	PF07725	Leucine Rich Repeat	640	659	7.3E-6	T	17-02-2017	IPR011713	Leucine-rich repeat 3
7416|T009-R1	b1a37818f2bd1f79cc2e291fb034d431	754	Pfam	PF00931	NB-ARC domain	173	404	4.6E-20	T	17-02-2017	IPR002182	NB-ARC
7416|T009-R1	b1a37818f2bd1f79cc2e291fb034d431	754	Pfam	PF01582	TIR domain	46	150	1.6E-14	T	17-02-2017	IPR000157	Toll/interleukin-1 receptor homology (TIR) domain
7416|T009-R1	b1a37818f2bd1f79cc2e291fb034d431	754	Pfam	PF07725	Leucine Rich Repeat	546	565	4.5E-8	T	17-02-2017	IPR011713	Leucine-rich repeat 3
7416|T010-R1	615fdf2b1c437520666cc83923dc6d03	1149	Pfam	PF01582	TIR domain	14	174	2.5E-30	T	17-02-2017	IPR000157	Toll/interleukin-1 receptor homology (TIR) domain
7416|T010-R1	615fdf2b1c437520666cc83923dc6d03	1149	Pfam	PF00931	NB-ARC domain	189	442	1.6E-22	T	17-02-2017	IPR002182	NB-ARC
7416|T012-R1	992b47c7c31bf11c520e3a20f661e2e4	1194	Pfam	PF01582	TIR domain	13	177	7.0E-46	T	17-02-2017	IPR000157	Toll/interleukin-1 receptor homology (TIR) domain
7416|T012-R1	992b47c7c31bf11c520e3a20f661e2e4	1194	Pfam	PF00931	NB-ARC domain	191	424	1.5E-19	T	17-02-2017	IPR002182	NB-ARC
7416|T012-R1	992b47c7c31bf11c520e3a20f661e2e4	1194	Pfam	PF07725	Leucine Rich Repeat	575	593	2.1E-7	T	17-02-2017	IPR011713	Leucine-rich repeat 3
